,game_num,runtime,num_players,discussion,impostor_type,innocent_type,name,agent,killer,num_turns,banished,killed,escaped,num_killed,num_escaped,duplicate_search_rate,vote_rate_for_self,vote_rate_for_killer,witness_vote_rate_for_killer,non_witness_vote_rate_for_killer,story,actions,votes,witness_during_vote,graph,graph_new_triplets_cnt,graph_replacements_cnt
10,3,1430.6120910644531,5,True,AriGraphPlayer,RelGraphPlayer,Regan,llama,False,4,False,True,False,,,0.0,,,,,"Turn #1
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Go to the Hallway

Turn #2
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Kitchen

Turn #3
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the fridge

You searched the fridge but didn't find the key.

Turn #4
        Location: Kitchen
        Other Players in Kitchen: Sally
        Your Action: Go to the Hallway


You were killed by Sally! You lose.","['Go to the Hallway', 'Go to the Kitchen', 'Search the fridge', 'Go to the Hallway']",[],[],"{'Lena': 5, 'Tim': 1, 'Sally': 10, 'Bob': 5}",,
11,3,1430.6120910644531,5,True,AriGraphPlayer,RelGraphPlayer,Lena,llama,False,4,False,False,True,,,0.0,,,,,"Turn #1
        Location: Hallway
        Other Players in Hallway: Sally and Bob
        Your Action: Go to the Bedroom

Turn #2
        Location: Bedroom
        Other Players in Bedroom: Sally
        Your Action: Search the closet

You found the key in the closet! Find the door and escape to win the game.

Turn #3
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Go to the Hallway

Turn #4
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Unlock the door to escape and win the game!

You escaped the house! You win!!!

","['Go to the Bedroom', 'Search the closet', 'Go to the Hallway', 'Unlock the door to escape and win the game!']",[],[],"{'Regan': 7, 'Tim': 5, 'Sally': 5, 'Bob': 5}",,
12,3,1430.6120910644531,5,True,AriGraphPlayer,RelGraphPlayer,Tim,llama,False,20,False,False,True,,,0.8,0.0,0.5,1.0,0.0,"Turn #1
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the fridge

You searched the fridge but didn't find the key.

Turn #2
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Go to the Hallway

Turn #3
        Location: Hallway
        Other Players in Hallway: Sally and Bob
        Your Action: Go to the Bathroom

Turn #4
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Go to the Hallway

Regan was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Tim
2. Sally
3. Bob
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Tim: ""I didn't interact with Regan much, but based on her actions, I don't have much insight about her. However, Sally went to the Bathroom after Regan was killed, and Bob was in the Hallway at the same time. Considering my interactions with Sally and Bob, they are both 7s on the friendship scale. Sally and Bob both had the opportunity to be in a different location when Regan was killed, but Sally chose to go to the Bathroom, which is where Regan's body was found. I'm suspicious of Sally, so I'll vote for Sally.""
Sally: ""I think Tim is the killer. He brought up my actions in the Bathroom, but he's actually deflecting from his own suspicious behavior. He went to the Kitchen after Regan was killed, but there's no record of him having any alibis for that time. I'm not saying I trust him, but I think he's trying to mislead us.""
Bob: ""I think Tim is the killer because Sally is defending him and bringing up her own actions as evidence of his guilt which seems like a distraction to me. Also, Tim went to the Kitchen after Regan was killed, which could be a suspicious move. Considering my previous interactions with Tim, I didn't see any red flags, but his behavior now seems suspicious. I'll vote for Tim.""

Here are the votes:
Tim voted to banish Bob
Sally voted to banish Tim
Bob voted to banish Sally
There is a tie in votes, so nobody was banished.

Turn #5
        Location: Hallway
        Other Players in Hallway: Bob
        Your Action: Go to the Kitchen

Turn #6
        Location: Kitchen
        Other Players in Kitchen: Bob
        Your Action: Search the fridge

You searched the fridge but didn't find the key.

Turn #7
        Location: Kitchen
        Other Players in Kitchen: Bob
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #8
        Location: Kitchen
        Other Players in Kitchen: Bob
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #9
        Location: Kitchen
        Other Players in Kitchen: Bob
        Your Action: Go to the Hallway

Turn #10
        Location: Hallway
        Other Players in Hallway: Sally and Bob
        Your Action: Go to the Kitchen

You saw Sally kill Bob in the Hallway!

Bob was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Tim
2. Sally
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Tim: ""I've been suspecting Sally from the moment Regan was killed because of her suspicious behavior in the Bathroom. She went to investigate the crime scene instead of sticking to her original plan, which made me think she was trying to cover her tracks or find something. Then, she accused me of being the killer and tried to deflect attention from herself. When Bob was killed in the Hallway, I realized she must have done it again. I will vote for Sally because her actions show a clear pattern of deceit and murder.""
Sally: ""I think Tim is the killer because of his suspicious behavior and the fact that he's been trying to deflect attention from himself. He brought up my actions in the Bathroom, but that's just a diversion from his own lack of alibis for the time of Regan's death. I'm voting for Tim.""

Here are the votes:
Tim voted to banish Sally
Sally voted to banish Tim
There is a tie in votes, so nobody was banished.

Turn #11
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #12
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #13
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Go to the Hallway

Turn #14
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Kitchen

Turn #15
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #16
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the fridge

You searched the fridge but didn't find the key.

Turn #17
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #18
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #19
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Go to the Hallway

Turn #20
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: The door is unlocked! Escape and win the game.


You escaped the house. You win!!!","['Search the fridge', 'Go to the Hallway', 'Go to the Bathroom', 'Go to the Hallway', 'Go to the Kitchen', 'Search the fridge', 'Search the cabinets', 'Search the cabinets', 'Go to the Hallway', 'Go to the Kitchen', 'Search the cabinets', 'Search the cabinets', 'Go to the Hallway', 'Go to the Kitchen', 'Search the cabinets', 'Search the fridge', 'Search the cabinets', 'Search the cabinets', 'Go to the Hallway', 'The door is unlocked! Escape and win the game.']","['Bob', 'Sally']","[False, True]","{'Regan': 1, 'Lena': 6, 'Sally': 1, 'Bob': 9}",,
13,3,1430.6120910644531,5,True,AriGraphPlayer,RelGraphPlayer,Sally,llama,True,20,False,,,2,0,,0.0,0.0,0.0,0.0,"Turn #1
        Location: Hallway
        Other Players in Hallway: Lena and Bob
        Your Action: Go to the Bedroom

Turn #2
        Location: Bedroom
        Other Players in Bedroom: Lena
        Your Action: Go to the Hallway

Turn #3
        Location: Hallway
        Other Players in Hallway: Tim and Bob
        Your Action: Go to the Kitchen

Turn #4
        Location: Kitchen
        Other Players in Kitchen: Regan
        Your Action: Kill Regan

You killed Regan! Good job. You have 3 left to kill.

Regan was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Tim
2. Sally
3. Bob
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Tim: ""I didn't interact with Regan much, but based on her actions, I don't have much insight about her. However, Sally went to the Bathroom after Regan was killed, and Bob was in the Hallway at the same time. Considering my interactions with Sally and Bob, they are both 7s on the friendship scale. Sally and Bob both had the opportunity to be in a different location when Regan was killed, but Sally chose to go to the Bathroom, which is where Regan's body was found. I'm suspicious of Sally, so I'll vote for Sally.""
Sally: ""I think Tim is the killer. He brought up my actions in the Bathroom, but he's actually deflecting from his own suspicious behavior. He went to the Kitchen after Regan was killed, but there's no record of him having any alibis for that time. I'm not saying I trust him, but I think he's trying to mislead us.""
Bob: ""I think Tim is the killer because Sally is defending him and bringing up her own actions as evidence of his guilt which seems like a distraction to me. Also, Tim went to the Kitchen after Regan was killed, which could be a suspicious move. Considering my previous interactions with Tim, I didn't see any red flags, but his behavior now seems suspicious. I'll vote for Tim.""

Here are the votes:
Tim voted to banish Bob
Sally voted to banish Tim
Bob voted to banish Sally
There is a tie in votes, so nobody was banished.

Turn #5
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Go to the Hallway

Turn #6
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bedroom

Turn #7
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Go to the Hallway

Turn #8
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bedroom

Turn #9
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Go to the Hallway

Turn #10
        Location: Hallway
        Other Players in Hallway: Tim and Bob
        Your Action: Kill Bob

You killed Bob! Good job. You have 1 left to kill.

Bob was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Tim
2. Sally
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Tim: ""I've been suspecting Sally from the moment Regan was killed because of her suspicious behavior in the Bathroom. She went to investigate the crime scene instead of sticking to her original plan, which made me think she was trying to cover her tracks or find something. Then, she accused me of being the killer and tried to deflect attention from herself. When Bob was killed in the Hallway, I realized she must have done it again. I will vote for Sally because her actions show a clear pattern of deceit and murder.""
Sally: ""I think Tim is the killer because of his suspicious behavior and the fact that he's been trying to deflect attention from himself. He brought up my actions in the Bathroom, but that's just a diversion from his own lack of alibis for the time of Regan's death. I'm voting for Tim.""

Here are the votes:
Tim voted to banish Sally
Sally voted to banish Tim
There is a tie in votes, so nobody was banished.

Turn #11
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bedroom

Turn #12
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Go to the Hallway

Turn #13
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bathroom

Turn #14
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Go to the Hallway

Turn #15
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bathroom

Turn #16
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Go to the Hallway

Turn #17
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bathroom

Turn #18
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Go to the Hallway

Turn #19
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bathroom

Turn #20
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Go to the Hallway

Game over!
        Everyone is either killed, banished, or escaped.
        Killed: 2
        Escaped: 2
        Banished: 0Game over!
        Everyone is either killed, banished, or escaped.
        Killed: 2
        Escaped: 2
        Banished: 0","['Go to the Bedroom', 'Go to the Hallway', 'Go to the Kitchen', 'Kill Regan', 'Go to the Hallway', 'Go to the Bedroom', 'Go to the Hallway', 'Go to the Bedroom', 'Go to the Hallway', 'Kill Bob', 'Go to the Bedroom', 'Go to the Hallway', 'Go to the Bathroom', 'Go to the Hallway', 'Go to the Bathroom', 'Go to the Hallway', 'Go to the Bathroom', 'Go to the Hallway', 'Go to the Bathroom', 'Go to the Hallway']","['Tim', 'Tim']","[False, True]",,"[3, 2, 3, 20, 26, 6, 4, 5, 6, 5, 5, 39, 20, 3, 3, 4, 4, 6, 2, 3, 4, 4, 2]","[0, 3, 1, 1, 3, 5, 4, 5, 5, 3, 1, 27, 10, 23, 0, 5, 6, 4, 0, 0, 5, 7, 0]"
14,3,1430.6120910644531,5,True,AriGraphPlayer,RelGraphPlayer,Bob,llama,False,10,False,True,False,,,0.3333333333333333,0.0,1.0,,1.0,"Turn #1
        Location: Hallway
        Other Players in Hallway: Lena and Sally
        Your Action: Go to the Bathroom

Turn #2
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Go to the Hallway

Turn #3
        Location: Hallway
        Other Players in Hallway: Tim and Sally
        Your Action: Go to the Bedroom

Turn #4
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Go to the Hallway

Regan was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Tim
2. Sally
3. Bob
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Tim: ""I didn't interact with Regan much, but based on her actions, I don't have much insight about her. However, Sally went to the Bathroom after Regan was killed, and Bob was in the Hallway at the same time. Considering my interactions with Sally and Bob, they are both 7s on the friendship scale. Sally and Bob both had the opportunity to be in a different location when Regan was killed, but Sally chose to go to the Bathroom, which is where Regan's body was found. I'm suspicious of Sally, so I'll vote for Sally.""
Sally: ""I think Tim is the killer. He brought up my actions in the Bathroom, but he's actually deflecting from his own suspicious behavior. He went to the Kitchen after Regan was killed, but there's no record of him having any alibis for that time. I'm not saying I trust him, but I think he's trying to mislead us.""
Bob: ""I think Tim is the killer because Sally is defending him and bringing up her own actions as evidence of his guilt which seems like a distraction to me. Also, Tim went to the Kitchen after Regan was killed, which could be a suspicious move. Considering my previous interactions with Tim, I didn't see any red flags, but his behavior now seems suspicious. I'll vote for Tim.""

Here are the votes:
Tim voted to banish Bob
Sally voted to banish Tim
Bob voted to banish Sally
There is a tie in votes, so nobody was banished.

Turn #5
        Location: Hallway
        Other Players in Hallway: Tim
        Your Action: Go to the Kitchen

Turn #6
        Location: Kitchen
        Other Players in Kitchen: Tim
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #7
        Location: Kitchen
        Other Players in Kitchen: Tim
        Your Action: Search the fridge

You searched the fridge but didn't find the key.

Turn #8
        Location: Kitchen
        Other Players in Kitchen: Tim
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #9
        Location: Kitchen
        Other Players in Kitchen: Tim
        Your Action: Go to the Hallway

Turn #10
        Location: Hallway
        Other Players in Hallway: Tim and Sally
        Your Action: The door is unlocked! Escape and win the game.


You were killed by Sally! You lose.","['Go to the Bathroom', 'Go to the Hallway', 'Go to the Bedroom', 'Go to the Hallway', 'Go to the Kitchen', 'Search the cabinets', 'Search the fridge', 'Search the cabinets', 'Go to the Hallway', 'The door is unlocked! Escape and win the game.']",['Sally'],[False],"{'Regan': 5, 'Lena': 1, 'Tim': 6, 'Sally': 6}",,
15,4,628.2140872478485,5,True,AriGraphPlayer,RelGraphPlayer,Lena,llama,False,1,True,False,False,,,,0.0,0.0,,0.0,"Turn #1
        Location: Hallway
        Other Players in Hallway: Bob
        Your Action: Go to the Bedroom

Bryce was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Lena
2. Tim
3. Bob
4. Sally
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Lena: ""I'm pretty certain Bob is the killer based on his low relationship score with me, which was only a 2. We didn't interact much and I felt uneasy around him. Considering my relationship score with Bryce was 1, it would make sense that I was a target, but Bryce's death came too quickly for me to be the real target, which means someone else must have had a reason to kill him. Bob seemed like a loner and I barely saw him interact with anyone, making it more likely that he was the one who acted alone. I'll vote for Bob.""
Tim: ""I think the killer could be Lena, she had a relationship score of 1 with Bryce, but she seemed too calm about it, like she was trying to deflect suspicion, I also noticed that she was quick to point fingers at Bob, it seems like she's trying to shift the focus away from herself, I'll vote for Lena.""
Bob: ""I don't think anyone has a reason to suspect me based on our interactions, I had high relationship scores with Lena, Tim, and Sally, which means they had no reason to kill me and I didn't have any reason to kill any of them either, I'll vote for Sally because she had a 1 relationship score with me, it's possible she saw me as a threat and wanted me out of the way before I could suspect her.""
Sally: ""I'm a bit surprised by Bob's vote for me, considering we had a good relationship score, I don't think that's a strong reason to suspect me. As for my vote, I think Tim is the most suspicious, he was quick to point fingers at Lena, which makes me wonder if he's trying to deflect suspicion from himself, I think he's hiding something and I'd vote to banish him.""

Here are the votes:
Lena voted to banish Tim
Tim voted to banish Bob
Bob voted to banish Lena
Sally voted to banish Lena
Lena was banished from the house!


You were banished from the house. You lose.",['Go to the Bedroom'],['Tim'],[False],"{'Bryce': 5, 'Tim': 4, 'Bob': 9, 'Sally': 9}",,
16,4,628.2140872478485,5,True,AriGraphPlayer,RelGraphPlayer,Bryce,llama,False,1,False,True,False,,,,,,,,"Turn #1
        Location: Bedroom
        Other Players in Bedroom: Sally
        Your Action: Go to the Hallway


You were killed by Sally! You lose.",['Go to the Hallway'],[],[],"{'Lena': 5, 'Tim': 5, 'Bob': 5, 'Sally': 5}",,
17,4,628.2140872478485,5,True,AriGraphPlayer,RelGraphPlayer,Tim,llama,False,9,False,True,False,,,0.2,0.0,0.5,,0.5,"Turn #1
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Search the shower

You searched the shower but didn't find the key.

Bryce was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Lena
2. Tim
3. Bob
4. Sally
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Lena: ""I'm pretty certain Bob is the killer based on his low relationship score with me, which was only a 2. We didn't interact much and I felt uneasy around him. Considering my relationship score with Bryce was 1, it would make sense that I was a target, but Bryce's death came too quickly for me to be the real target, which means someone else must have had a reason to kill him. Bob seemed like a loner and I barely saw him interact with anyone, making it more likely that he was the one who acted alone. I'll vote for Bob.""
Tim: ""I think the killer could be Lena, she had a relationship score of 1 with Bryce, but she seemed too calm about it, like she was trying to deflect suspicion, I also noticed that she was quick to point fingers at Bob, it seems like she's trying to shift the focus away from herself, I'll vote for Lena.""
Bob: ""I don't think anyone has a reason to suspect me based on our interactions, I had high relationship scores with Lena, Tim, and Sally, which means they had no reason to kill me and I didn't have any reason to kill any of them either, I'll vote for Sally because she had a 1 relationship score with me, it's possible she saw me as a threat and wanted me out of the way before I could suspect her.""
Sally: ""I'm a bit surprised by Bob's vote for me, considering we had a good relationship score, I don't think that's a strong reason to suspect me. As for my vote, I think Tim is the most suspicious, he was quick to point fingers at Lena, which makes me wonder if he's trying to deflect suspicion from himself, I think he's hiding something and I'd vote to banish him.""

Here are the votes:
Lena voted to banish Tim
Tim voted to banish Bob
Bob voted to banish Lena
Sally voted to banish Lena
Lena was banished from the house!

Turn #2
        Location: Bathroom
        Other Players in Bathroom: You are alone.
        Your Action: Go to the Hallway

Bob was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Tim
2. Sally
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Tim: ""I'm a bit surprised that I wasn't the target of Bob's vote last time, considering I voted for him. Now that Bob is dead, I'm starting to think that the killer is Sally, my relationship with her was only a 6, which is relatively low. She seemed suspicious when she voted for me last time, and her low relationship score with Bob doesn't necessarily mean she had a reason to kill him. I'll vote for Sally because I think she's the most suspicious out of the two of us, and her vote for me seemed a bit forced.""
Sally: ""I don't think Tim is the killer, I think he's trying to distract us from the real killer, I'm going to vote for Tim because I want to see how he reacts, but I don't think he's the one, I think there's more to this game than what we see on the surface, I'm going to play it safe and vote for Tim.""

Here are the votes:
Tim voted to banish Sally
Sally voted to banish Tim
There is a tie in votes, so nobody was banished.

Turn #3
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Kitchen

Turn #4
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the fridge

You searched the fridge but didn't find the key.

Turn #5
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #6
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Go to the Hallway

Turn #7
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bedroom

Turn #8
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Search the closet

You found the key in the closet! Find the door and escape to win the game.

Turn #9
        Location: Bedroom
        Other Players in Bedroom: Sally
        Your Action: Search the closet


You were killed by Sally! You lose.","['Search the shower', 'Go to the Hallway', 'Go to the Kitchen', 'Search the fridge', 'Search the cabinets', 'Go to the Hallway', 'Go to the Bedroom', 'Search the closet', 'Search the closet']","['Bob', 'Sally']","[False, False]","{'Lena': 4, 'Bryce': 5, 'Bob': 3, 'Sally': 8}",,
18,4,628.2140872478485,5,True,AriGraphPlayer,RelGraphPlayer,Bob,llama,False,2,False,True,False,,,,0.0,0.0,,0.0,"Turn #1
        Location: Hallway
        Other Players in Hallway: Lena
        Your Action: Go to the Bedroom

Bryce was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Lena
2. Tim
3. Bob
4. Sally
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Lena: ""I'm pretty certain Bob is the killer based on his low relationship score with me, which was only a 2. We didn't interact much and I felt uneasy around him. Considering my relationship score with Bryce was 1, it would make sense that I was a target, but Bryce's death came too quickly for me to be the real target, which means someone else must have had a reason to kill him. Bob seemed like a loner and I barely saw him interact with anyone, making it more likely that he was the one who acted alone. I'll vote for Bob.""
Tim: ""I think the killer could be Lena, she had a relationship score of 1 with Bryce, but she seemed too calm about it, like she was trying to deflect suspicion, I also noticed that she was quick to point fingers at Bob, it seems like she's trying to shift the focus away from herself, I'll vote for Lena.""
Bob: ""I don't think anyone has a reason to suspect me based on our interactions, I had high relationship scores with Lena, Tim, and Sally, which means they had no reason to kill me and I didn't have any reason to kill any of them either, I'll vote for Sally because she had a 1 relationship score with me, it's possible she saw me as a threat and wanted me out of the way before I could suspect her.""
Sally: ""I'm a bit surprised by Bob's vote for me, considering we had a good relationship score, I don't think that's a strong reason to suspect me. As for my vote, I think Tim is the most suspicious, he was quick to point fingers at Lena, which makes me wonder if he's trying to deflect suspicion from himself, I think he's hiding something and I'd vote to banish him.""

Here are the votes:
Lena voted to banish Tim
Tim voted to banish Bob
Bob voted to banish Lena
Sally voted to banish Lena
Lena was banished from the house!

Turn #2
        Location: Bedroom
        Other Players in Bedroom: Sally
        Your Action: Go to the Hallway


You were killed by Sally! You lose.","['Go to the Bedroom', 'Go to the Hallway']",['Lena'],[False],"{'Lena': 6, 'Bryce': 1, 'Tim': 3, 'Sally': 8}",,
19,4,628.2140872478485,5,True,AriGraphPlayer,RelGraphPlayer,Sally,llama,True,9,False,,,3,0,,0.0,0.0,,0.0,"Turn #1
        Location: Bedroom
        Other Players in Bedroom: Bryce
        Your Action: Kill Bryce

You killed Bryce! Good job. You have 3 left to kill.

Bryce was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Lena
2. Tim
3. Bob
4. Sally
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Lena: ""I'm pretty certain Bob is the killer based on his low relationship score with me, which was only a 2. We didn't interact much and I felt uneasy around him. Considering my relationship score with Bryce was 1, it would make sense that I was a target, but Bryce's death came too quickly for me to be the real target, which means someone else must have had a reason to kill him. Bob seemed like a loner and I barely saw him interact with anyone, making it more likely that he was the one who acted alone. I'll vote for Bob.""
Tim: ""I think the killer could be Lena, she had a relationship score of 1 with Bryce, but she seemed too calm about it, like she was trying to deflect suspicion, I also noticed that she was quick to point fingers at Bob, it seems like she's trying to shift the focus away from herself, I'll vote for Lena.""
Bob: ""I don't think anyone has a reason to suspect me based on our interactions, I had high relationship scores with Lena, Tim, and Sally, which means they had no reason to kill me and I didn't have any reason to kill any of them either, I'll vote for Sally because she had a 1 relationship score with me, it's possible she saw me as a threat and wanted me out of the way before I could suspect her.""
Sally: ""I'm a bit surprised by Bob's vote for me, considering we had a good relationship score, I don't think that's a strong reason to suspect me. As for my vote, I think Tim is the most suspicious, he was quick to point fingers at Lena, which makes me wonder if he's trying to deflect suspicion from himself, I think he's hiding something and I'd vote to banish him.""

Here are the votes:
Lena voted to banish Tim
Tim voted to banish Bob
Bob voted to banish Lena
Sally voted to banish Lena
Lena was banished from the house!

Turn #2
        Location: Bedroom
        Other Players in Bedroom: Bob
        Your Action: Kill Bob

You killed Bob! Good job. You have 1 left to kill.

Bob was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Tim
2. Sally
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Tim: ""I'm a bit surprised that I wasn't the target of Bob's vote last time, considering I voted for him. Now that Bob is dead, I'm starting to think that the killer is Sally, my relationship with her was only a 6, which is relatively low. She seemed suspicious when she voted for me last time, and her low relationship score with Bob doesn't necessarily mean she had a reason to kill him. I'll vote for Sally because I think she's the most suspicious out of the two of us, and her vote for me seemed a bit forced.""
Sally: ""I don't think Tim is the killer, I think he's trying to distract us from the real killer, I'm going to vote for Tim because I want to see how he reacts, but I don't think he's the one, I think there's more to this game than what we see on the surface, I'm going to play it safe and vote for Tim.""

Here are the votes:
Tim voted to banish Sally
Sally voted to banish Tim
There is a tie in votes, so nobody was banished.

Turn #3
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Go to the Hallway

Turn #4
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bedroom

Turn #5
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Go to the Hallway

Turn #6
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bedroom

Turn #7
        Location: Bedroom
        Other Players in Bedroom: You are alone.
        Your Action: Go to the Hallway

Turn #8
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bedroom

Turn #9
        Location: Bedroom
        Other Players in Bedroom: Tim
        Your Action: Kill Tim

You killed Tim! Good job. You have 0 left to kill.

Game over!
        Everyone is either killed, banished, or escaped.
        Killed: 3
        Escaped: 0
        Banished: 1Game over!
        Everyone is either killed, banished, or escaped.
        Killed: 3
        Escaped: 0
        Banished: 1","['Kill Bryce', 'Kill Bob', 'Go to the Hallway', 'Go to the Bedroom', 'Go to the Hallway', 'Go to the Bedroom', 'Go to the Hallway', 'Go to the Bedroom', 'Kill Tim']","['Lena', 'Tim']","[False, False]",,"[13, 13, 4, 2, 45, 3, 3, 4, 5, 4, 4, 4]","[4, 2, 13, 3, 21, 22, 0, 3, 3, 0, 0, 0]"
